id,pred_label,num_words,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,text
654,0,21,21,-0.047619047619047616,0.3,0.6185111631844478,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . 
114,1,29,29,0.4433497536945813,0.7,0.8284298879750399,"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . "
25,0,27,27,0.09401709401709402,0.4,0.29329151507016266,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . "
759,0,31,31,-0.08387096774193549,0.3,0.3635112155241868,"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . "
281,0,9,9,0.4444444444444444,1.0,0.8984045198983888,chokes on its own depiction of upper-crust decorum . 
250,1,14,14,0.03296703296703297,0.8,0.6797356344422234,one of the more intelligent children 's movies to hit theaters this year . 
228,1,16,16,0.13333333333333333,0.6,0.6635513648917812,it provides an honest look at a community striving to anchor itself in new grounds . 
142,0,16,16,0.2833333333333333,0.8,0.20811305621934742,what better message than ` love thyself ' could young women of any size receive ? 
754,1,14,14,0.2087912087912088,0.7,0.8280902989648274,the film will play equally well on both the standard and giant screens . 
104,1,47,47,0.008325624421831638,0.2,0.0984616060826668,"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . "
692,0,24,24,0.021739130434782608,0.5,-0.15695542117967073,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . "
758,1,42,42,0.34959349593495936,0.6,0.7364146329670413,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . "
558,1,29,29,0.17733990147783252,0.4,0.20286967835327213,"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . "
