id,pred_label,orig_len,aug_len,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,flip,text,aug_text
632,0,9,9,9,1.0,1.0,1.0,False,just embarrassment and a vague sense of shame . ,just embarrassment and a vague sense of shame . 
546,0,30,30,28,0.8253968253968254,0.9,0.9901225493799437,False,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ","on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for IT straight-forwards approach to creepiness . "
726,1,28,28,28,0.8518518518518519,0.9,0.9903885860064421,False,"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ","it gets onto the screen just about as often of the novella as one could reasonably expect , and is engrossing and moving in its own right . "
374,0,24,24,24,0.5797101449275363,0.8,0.9837281472297048,False,"the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty . ","the movie is what materialize when you blow up small potatoes to 10 times their natural size , and it ai n't pretty . "
584,0,21,21,21,0.38095238095238093,0.6,0.6614016661563142,False,a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,a hamfisted amorous comedy that piddle our girl the piteous facilitator of an run cheap shot across the mason-dixon line . 
599,0,6,6,6,1.0,1.0,1.0,False,big fat waste of time . ,big fat waste of time . 
749,0,20,20,20,1.0,1.0,1.0000000000000002,False,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . 
169,1,13,13,13,1.0,1.0,1.0,False,leigh 's film is full of memorable performances from top to bottom . ,leigh 's film is full of memorable performances from top to bottom . 
793,1,18,18,17,0.6323529411764706,0.8,0.9214971150302056,False,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ","... an otherwise intense , wind-and-turn thriller that surely should n't hurt talented immature gaghan 's resume . "
844,0,19,19,17,0.75,0.8,0.9695843410333339,False,"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . ","given how heavy-pass and portent-impenetrable it is , this could be the worst thing soderbergh has ever practice . "
340,0,24,24,23,0.549407114624506,0.7,0.9637753032714979,False,"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ","the most hopelessly monotonous film of the year , noteworthy only for the whatsis of being filmed as a single unbroken 87-bit take . "
392,0,11,11,11,1.0,1.0,1.0,False,"an overemphatic , would-be wacky , ultimately tedious sex farce . ","an overemphatic , would-be wacky , ultimately tedious sex farce . "
650,0,10,10,10,1.0,1.0,1.0000000000000002,False,"too slow , too long and too little happens . ","too slow , too long and too little happens . "
808,1,8,8,8,1.0,1.0,1.0,False,enormously entertaining for moviegoers of any age . ,enormously entertaining for moviegoers of any age . 
368,0,12,12,12,0.5757575757575758,0.9,0.8291617869226132,False,"the humor is forced and heavy-handed , and occasionally simply unpleasant . ","the humor is forced and heavy-handed , and occasionally only unpleasant . "
315,0,10,10,10,1.0,1.0,1.0,False,"complete lack of originality , cleverness or even visible effort ","complete lack of originality , cleverness or even visible effort "
400,1,18,18,17,0.3235294117647059,0.7,0.9422463878325076,False,it 's refreshing to see a girl-power movie that does n't feel it has to prove anything . ,it 's refreshing to see a girl-mogul movie that does n't feel it has to prove anything . 
713,0,22,22,22,1.0,1.0,1.0,False,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . 
209,0,25,25,25,1.0,1.0,1.0,False,"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ","this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . "
779,0,14,14,14,1.0,1.0,1.0,False,"prurient playthings aside , there 's little to love about this english trifle . ","prurient playthings aside , there 's little to love about this english trifle . "
