id,pred_label,orig_len,aug_len,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,flip,text,aug_text
265,0,24,24,24,-0.014492753623188406,0.3,0.9331544029796481,False,"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ","paid in full is thus stale , in fact , that its most vibrant scene is peerless that utilisation clips from brian de palma 's scarface . "
297,1,12,12,12,0.48484848484848486,0.8,0.9563296811676955,False,travels a fascinating arc from hope and euphoria to reality and disillusionment . ,travels a fascinating arc from hope and euphoria to reality and disillusionment . 
701,0,34,34,34,0.3083778966131907,0.6,0.767829115883557,False,"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy . ","even the ok chef ca n't cause a hotdog into anything more than a hotdog , and robert de niro ca n't shit this movie anything more than a trashy cop buddy comedy . "
700,0,20,20,20,0.3473684210526316,0.6,0.4682820487657052,False,"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ? ","is the time really ripe for a warmed-terminated james bond hazard , with a hamlet idiot as the 007 clone ? "
821,1,16,16,15,0.3904761904761905,0.8,0.761280423808926,False,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","exciting and direct , with ghost imagery that shows just enough to keep America on our toes . "
190,0,28,28,28,0.3915343915343915,0.7,0.8640948860905576,False,"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ","stress as i may , i ca n't think of a single good conclude to see this movie , even though everyone in my group extemporaneously scream , ` thank you ! ' "
667,0,5,5,5,0.8,1.0,0.9986959583010936,False,"good film , but very glum . ","good film , but very glum . "
236,1,24,24,24,0.2608695652173913,0.6,0.8996994247501653,False,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 
682,0,18,18,18,0.5294117647058824,0.9,0.9270800116021167,False,"in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan . ","in the end , the movie collapses on its shaky foundation despite the best drive of director joe carnahan . "
150,1,10,10,10,0.6444444444444445,1.0,0.9514646981022952,False,overall very good for what it 's trying to do . ,overall very good for what it 's trying to do . 
230,1,18,18,18,0.5163398692810458,0.8,0.8688670861701406,False,reign of fire looks as if it was made without much thought -- and is best watched that way . ,reign of fire looks as if it was made without often thought -- and is best watched that way . 
656,0,10,10,10,0.9111111111111111,1.0,0.983555624094428,False,"so much facile technique , such cute ideas , so little movie . ","so much facile technique , such cute ideas , so little movie . "
