id,pred_label,num_words,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,text
654,0,21,21,-0.01904761904761905,0.4,0.6708778964011184,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . 
114,1,29,29,0.45320197044334976,0.7,0.8326831743223935,"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . "
25,0,27,27,0.1111111111111111,0.4,0.2728623637410519,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . "
759,0,31,31,-0.07956989247311828,0.4,0.45061620670075636,"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . "
281,0,9,9,0.3333333333333333,1.0,0.9003013720623838,chokes on its own depiction of upper-crust decorum . 
250,1,14,14,0.03296703296703297,0.8,0.6768912882832999,one of the more intelligent children 's movies to hit theaters this year . 
228,1,16,16,0.13333333333333333,0.6,0.6755938245011854,it provides an honest look at a community striving to anchor itself in new grounds . 
142,0,16,16,0.35,0.7,0.14141012693195323,what better message than ` love thyself ' could young women of any size receive ? 
754,1,14,14,0.16483516483516483,0.7,0.8502959186649593,the film will play equally well on both the standard and giant screens . 
104,1,47,47,0.07123034227567067,0.2,0.08946629154714292,"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . "
692,0,24,24,0.057971014492753624,0.5,-0.22221691843032335,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . "
758,1,42,42,0.3426248548199768,0.6,0.7403991449533223,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . "
558,1,29,29,0.21674876847290642,0.5,0.2516744629183066,"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . "
89,1,19,19,0.49707602339181284,0.8,0.15045600899180792,"we know the plot 's a little crazy , but it held my interest from start to finish . "
604,1,22,22,0.4805194805194805,0.8,-0.16497285030025927,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . 
432,0,9,9,0.3888888888888889,1.0,0.9081423018015219,coughs and sputters on its own postmodern conceit . 
32,1,8,8,0.21428571428571427,1.0,0.8595675903422314,"a gorgeous , witty , seductive movie . "
30,1,28,28,0.2804232804232804,0.5,0.7990797265920802,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . "
95,1,26,26,0.2676923076923077,0.7,0.7413769467434211,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
223,1,17,17,0.14705882352941177,0.6,0.8463373458155644,"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . "
238,0,11,11,0.16363636363636364,0.9,0.6778332023928771,"an occasionally funny , but overall limp , fish-out-of-water story . "
517,1,21,21,0.21904761904761905,0.7,0.3272855608895289,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . "
616,1,26,26,0.31076923076923074,0.6,0.7227168741138552,"there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache . "
27,1,23,23,0.3359683794466403,0.6,0.7817927514881112,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . 
574,0,15,15,0.5047619047619047,0.8,0.5081195958812824,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . "
203,0,2,2,1.0,1.0,0.9996776550440004,bad . 
733,0,28,28,0.291005291005291,0.6,0.37087661170907843,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . "
665,1,24,24,0.11594202898550725,0.5,0.5630819901265278,"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins . "
718,1,13,13,-0.23076923076923078,0.7,0.7446690262914873,"this is human comedy at its most amusing , interesting and confirming . "
859,1,15,15,0.4666666666666667,0.7,0.7730961792156047,"add yet another hat to a talented head , clooney 's a good director . "
429,0,20,20,0.11578947368421053,0.5,0.48968328542378076,"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . "
225,1,21,21,0.26666666666666666,0.7,0.8125670620257651,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . "
459,1,43,43,0.05426356589147287,0.3,0.5641445906067959,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . "
603,1,17,17,0.029411764705882353,0.7,0.6613172247924788,"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film . "
284,0,6,6,0.2,1.0,0.40765682523071534,directed in a paint-by-numbers manner . 
828,0,37,37,-0.12312312312312312,0.2,-0.06322659138121169,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . "
6,0,5,5,0.6,1.0,0.9164047886051669,a sometimes tedious film . 
777,1,31,31,0.2817204301075269,0.5,0.7196811141153043,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . "
825,1,27,27,0.2535612535612536,0.4,0.5340479593018261,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . 
163,0,44,44,0.14799154334038056,0.2,0.2773305100357708,"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? "
714,1,23,23,0.3201581027667984,0.8,0.7101448979408745,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . 
856,1,23,23,-0.03557312252964427,0.4,-0.16749318136907135,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . "
348,0,7,7,0.6190476190476191,1.0,0.918665698777362,just one bad idea after another . 
837,1,10,10,-0.06666666666666667,1.0,0.7693287717218789,will amuse and provoke adventurous adults in specialty venues . 
159,1,11,11,0.23636363636363636,0.9,0.7278799582009794,"like leon , it 's frustrating and still oddly likable . "
220,1,19,19,0.543859649122807,0.8,0.46022442740763625,the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . 
781,0,6,6,0.4666666666666667,1.0,0.8730325724101765,at once half-baked and overheated . 
344,1,16,16,0.35,0.8,0.7863383516886275,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . "
862,1,42,42,0.18699186991869918,0.4,-0.46762266877803954,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . "
94,1,24,24,0.014492753623188406,0.3,0.536370202133487,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . "
389,1,14,14,-0.31868131868131866,0.7,0.17912787856449414,"thekids will probably stay amused at the kaleidoscope of big , colorful characters . "
99,0,10,10,0.15555555555555556,1.0,0.4681822258249147,why make a documentary about these marginal historical figures ? 
