id,pred_label,orig_len,aug_len,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,flip,text,aug_text
481,1,5,5,5,1.0,1.0,0.9999999999999998,False,funny but perilously slight . ,funny but perilously slight . 
186,1,19,19,19,1.0,1.0,1.0000000000000002,False,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ","pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . "
745,0,14,14,14,0.34065934065934067,0.7,0.47248465725178485,False,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,made with nobelium discernible craft and monstrously sanctimonious in dealing with puerility loss . 
592,0,23,23,23,1.0,1.0,1.0,False,zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . ,zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . 
311,1,8,8,8,0.7857142857142857,1.0,0.9429469258689538,False,"a warm , funny , engaging film . ","a warm , queer , engaging take . "
205,1,10,10,10,1.0,1.0,1.0000000000000002,False,falls neatly into the category of good stupid fun . ,falls neatly into the category of good stupid fun . 
740,1,29,29,29,0.5812807881773399,0.7,0.9352977001140882,False,"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ","jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimfull with gentle witticism , waxwork pathos , and lyric moments that linger like snapshots of memory . "
419,0,8,8,8,0.7142857142857143,1.0,0.7817350900801291,False,i 'm just too bored to care . ,i 'm scarce too bored to care . 
775,0,21,21,21,0.5904761904761905,0.7,0.9663018945202605,False,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,not really bad so much as distasteful : we need kidnapping suspense drama right now like we need doomsday thrillers . 
733,0,28,28,28,1.0,1.0,1.0000000000000002,False,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . "
