id,pred_label,num_words,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,text
168,1,12,12,-0.18181818181818182,0.8,0.49158552148236895,manages to be sweet and wickedly satisfying at the same time . 
428,1,7,7,0.42857142857142855,1.0,0.6466768548176195,"beautifully observed , miraculously unsentimental comedy-drama . "
706,0,6,6,0.6,1.0,0.8147567120369337,how do you spell cliché ? 
870,0,11,11,0.16363636363636364,0.9,0.7512360066423794,... is an arthritic attempt at directing by callie khouri . 
650,0,10,10,-0.5555555555555556,1.0,0.6541736418939467,"too slow , too long and too little happens . "
288,1,32,32,0.22983870967741934,0.5,0.6785289916191004,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . 
490,0,7,7,0.14285714285714285,1.0,0.8696480369905297,detox is ultimately a pointless endeavor . 
863,0,34,34,0.32620320855614976,0.5,0.7135055622543462,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . "
221,0,8,8,0.0,1.0,0.7647093064298505,my reaction in a word : disappointment . 
811,0,31,31,0.5268817204301075,0.8,0.4298878801623951,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . 
486,0,23,23,0.17786561264822134,0.4,0.8681250735788486,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . 
827,0,26,26,0.24923076923076923,0.5,0.24289410200202358,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . "
524,1,31,31,0.11397849462365592,0.4,0.6760664222500289,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . 
187,1,19,19,0.22807017543859648,0.8,0.605011045858548,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' 
517,1,21,21,0.3142857142857143,0.8,0.40263818372288396,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . "
540,1,9,9,0.3333333333333333,1.0,0.672134786503575,binoche makes it interesting trying to find out . 
241,0,14,14,0.2967032967032967,0.7,0.8421555829565919,it appears that something has been lost in the translation to the screen . 
807,1,10,10,-0.24444444444444444,1.0,0.7247351089176844,"just as moving , uplifting and funny as ever . "
3,1,20,20,0.16842105263157894,0.5,0.8062243771497598,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . "
14,0,25,25,0.13333333333333333,0.4,0.7291966748144567,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . 
379,0,17,17,0.0,0.6,0.47335559882031414,tries to add some spice to its quirky sentiments but the taste is all too familiar . 
599,0,6,6,0.4666666666666667,1.0,0.9702829773087096,big fat waste of time . 
438,1,44,44,0.35306553911205074,0.5,0.7703514897474187,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . "
70,0,27,27,0.1737891737891738,0.6,0.3660661940826327,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . "
148,0,16,16,0.5833333333333334,0.9,0.8006284774225257,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . 
812,1,12,12,0.06060606060606061,0.9,-0.09951104240696483,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
769,1,15,15,-0.1619047619047619,0.6,0.5991091740159783,an infectious cultural fable with a tasty balance of family drama and frenetic comedy . 
237,0,13,13,-0.20512820512820512,0.7,0.5041550032955442,a by-the-numbers effort that wo n't do much to enhance the franchise . 
238,0,11,11,0.41818181818181815,1.0,0.7829659233573568,"an occasionally funny , but overall limp , fish-out-of-water story . "
710,0,15,15,0.3904761904761905,0.9,0.48609391787496803,"less dizzying than just dizzy , the jaunt is practically over before it begins . "
43,1,11,11,0.3090909090909091,0.9,0.746716016021532,holm ... embodies the character with an effortlessly regal charisma . 
447,1,23,23,0.383399209486166,0.7,0.5811107503519369,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . "
756,0,6,6,0.2,1.0,0.8641412534599522,something like scrubbing the toilet . 
789,0,40,40,0.1358974358974359,0.3,0.06449618234561093,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . "
416,1,5,5,0.8,1.0,0.8408386122582951,a giggle a minute . 
630,1,16,16,0.18333333333333332,0.7,0.33476961861161575,a taut psychological thriller that does n't waste a moment of its two-hour running time . 
452,0,33,33,0.11742424242424243,0.4,0.5736919197840005,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . "
34,0,20,20,0.06315789473684211,0.6,0.6240443320883989,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . "
336,1,29,29,0.3891625615763547,0.7,0.7123954954289113,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . "
553,1,22,22,0.12554112554112554,0.4,0.6391487729519502,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' "
509,1,22,22,0.09956709956709957,0.6,0.19275777027575958,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
842,0,15,15,0.18095238095238095,0.8,0.6145616566252342,"a better title , for all concerned , might be swept under the rug . "
118,1,20,20,-0.29473684210526313,0.4,0.263431131303614,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
664,1,35,35,0.3310924369747899,0.5,0.5694280204174743,"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness . "
377,0,7,7,0.23809523809523808,1.0,0.4584947122789228,nothing is sacred in this gut-buster . 
23,1,16,16,0.2,0.6,0.7454144935092294,"a delectable and intriguing thriller filled with surprises , read my lips is an original . "
158,1,33,33,0.26136363636363635,0.4,0.4967274163625088,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . "
758,1,42,42,0.32636469221835074,0.6,0.6043816303889927,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . "
90,1,16,16,0.38333333333333336,0.7,0.7751135572650758,"it 's a scattershot affair , but when it hits its mark it 's brilliant . "
127,0,35,35,0.12605042016806722,0.2,0.2925767107124506,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . "
