id,pred_label,orig_len,aug_len,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,flip,text,aug_text
168,1,12,12,12,1.0,1.0,0.9999999999999999,False,manages to be sweet and wickedly satisfying at the same time . ,manages to be sweet and wickedly satisfying at the same time . 
428,1,7,7,7,1.0,1.0,0.9999999999999999,False,"beautifully observed , miraculously unsentimental comedy-drama . ","beautifully observed , miraculously unsentimental comedy-drama . "
706,0,6,6,6,1.0,1.0,1.0,False,how do you spell cliché ? ,how do you spell cliché ? 
870,0,11,11,11,1.0,1.0,0.9999999999999999,False,... is an arthritic attempt at directing by callie khouri . ,... is an arthritic attempt at directing by callie khouri . 
650,0,10,10,10,1.0,1.0,0.9999999999999999,False,"too slow , too long and too little happens . ","too slow , too long and too little happens . "
288,1,32,32,32,0.8991935483870968,0.8,0.9571302390946357,False,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,the caliber of the art combined with the humor and intelligence of the script allow the filmmaker to present the biblical message of forgiveness without it ever becoming preachy or cloying . 
490,0,7,7,7,1.0,1.0,1.0,False,detox is ultimately a pointless endeavor . ,detox is ultimately a pointless endeavor . 
863,0,34,34,34,0.8609625668449198,0.9,0.9829261404288092,False,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ","while it 's genuinely cool to hear characters talk about former belt records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can disaffect even the savviest audiences . "
221,0,8,8,8,1.0,1.0,1.0,False,my reaction in a word : disappointment . ,my reaction in a word : disappointment . 
811,0,31,31,31,0.9483870967741935,1.0,0.9995711264864017,False,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production outcome . 
486,0,23,23,23,1.0,1.0,0.9999999999999999,False,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . 
827,0,26,26,26,0.6738461538461539,0.7,0.9696904501292166,False,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ","the movie , directed by mick jackson , provide no cliche unturned , from the predictable diagram to the characters straight out of central casting . "
524,1,31,31,30,0.8298850574712644,0.9,0.9834804112965537,False,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,the fly-on-the-wall method used to document rural Gallic school life is a freshen departure from the now more prevalent technique of the docu-makers being a visible part of their work . 
187,1,19,19,19,0.9649122807017544,0.9,0.9662087197400941,False,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,` de niro ... is a unquestionable source of sincere passion that this hollywood contrivance orbits around . ' 
517,1,21,21,20,0.6736842105263158,0.8,0.9719403660692818,False,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ","not Interahamwe below the surface , this reconfigured tale asks disturbing questions nigh those things we expect from military epics . "
540,1,9,9,9,1.0,1.0,1.0,False,binoche makes it interesting trying to find out . ,binoche makes it interesting trying to find out . 
241,0,14,14,14,0.9560439560439561,1.0,0.9925391678109142,False,it appears that something has been lost in the translation to the screen . ,it appears that something has been lost in the rendering to the screen . 
807,1,10,10,10,1.0,1.0,1.0,False,"just as moving , uplifting and funny as ever . ","just as moving , uplifting and funny as ever . "
3,1,20,20,20,0.8947368421052632,1.0,0.9405854985199542,False,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all astonishing given the production 's spartan locales . "
14,0,25,25,25,1.0,1.0,0.9999999999999999,False,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . 
379,0,17,17,17,1.0,1.0,1.0000000000000002,False,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,tries to add some spice to its quirky sentiments but the taste is all too familiar . 
599,0,6,6,6,1.0,1.0,1.0,False,big fat waste of time . ,big fat waste of time . 
438,1,44,44,44,0.9175475687103594,0.9,0.993305849248539,False,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ","the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the inventive ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . "
70,0,27,27,27,0.8176638176638177,0.8,0.9424849232082678,False,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for completely its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really build up a head of emotional steam . "
148,0,16,16,16,1.0,1.0,1.0,False,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . 
812,1,12,12,12,1.0,1.0,0.9999999999999998,False,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
769,1,15,15,15,0.8857142857142857,1.0,0.9691585669230053,False,an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,an infectious cultural fable with a tasty balance of family drama and frenzied comedy . 
237,0,13,13,13,0.8461538461538461,1.0,0.9616762036833127,False,a by-the-numbers effort that wo n't do much to enhance the franchise . ,a by-the-numbers exploit that wo n't do much to enhance the franchise . 
238,0,11,11,10,0.8666666666666667,1.0,0.9988205001954924,False,"an occasionally funny , but overall limp , fish-out-of-water story . ","an occasionally funny , but overall limp , fish-out-of-irrigate story . "
710,0,15,15,15,0.8857142857142857,1.0,0.9607501194812541,False,"less dizzying than just dizzy , the jaunt is practically over before it begins . ","less dizzying than just dizzy , the outing is practically over before it begins . "
43,1,11,11,11,0.7090909090909091,0.9,0.9728018816063685,False,holm ... embodies the character with an effortlessly regal charisma . ,holm ... embodies the character with an effortlessly purple charisma . 
447,1,23,23,23,0.9604743083003953,1.0,0.9934531698261909,False,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ","generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveller , while happily killing 94 minutes . "
756,0,6,6,6,1.0,1.0,1.0,False,something like scrubbing the toilet . ,something like scrubbing the toilet . 
789,0,40,40,40,0.9102564102564102,0.9,0.9900752320322443,False,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ","it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it experience become even weaker . "
416,1,5,5,5,-0.2,1.0,0.7871891639413603,False,a giggle a minute . ,a giggle a arcminute . 
630,1,16,16,15,0.8476190476190476,0.9,0.9744653553114201,False,a taut psychological thriller that does n't waste a moment of its two-hour running time . ,a tight psychological thriller that coif n't waste a moment of IT two-hour running time . 
452,0,33,33,33,0.9393939393939394,1.0,0.9775879843696341,False,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ","it 'siemens clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . "
34,0,20,20,20,1.0,1.0,1.0000000000000002,False,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does n't believe in itself , it has no sense of humor ... it 's just plain bored . "
336,1,29,29,28,0.8253968253968254,1.0,0.9855776797087281,False,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ","having had the proficient sense to cast actors who are , generally speaking , idolized by the film-going public , khouri then gets terrific performances from them whole . "
553,1,22,22,22,1.0,1.0,1.0,False,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ","so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' "
509,1,22,22,22,1.0,1.0,0.9999999999999999,False,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
842,0,15,15,15,1.0,1.0,1.0,False,"a better title , for all concerned , might be swept under the rug . ","a better title , for all concerned , might be swept under the rug . "
118,1,20,20,20,1.0,1.0,0.9999999999999999,False,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
664,1,35,35,35,0.6941176470588235,0.8,0.9260526793153186,False,"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness . ","the film is beautifully mounted , but , more to the dot , the issues are subtly presented , do to walk a fine line with regard to the question of joan 's madness . "
377,0,7,7,7,1.0,1.0,1.0,False,nothing is sacred in this gut-buster . ,nothing is sacred in this gut-buster . 
23,1,16,16,16,0.5,0.8,0.9161227827534882,False,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a delectable and intriguing thriller filled with surprises , learn my lips is an original . "
158,1,33,33,33,0.8560606060606061,0.9,0.9053630415516108,False,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ","by getting myself wrapped upwards in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . "
758,1,42,42,42,1.0,1.0,1.0000000000000002,False,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . "
90,1,16,16,16,1.0,1.0,0.9999999999999999,False,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , but when it hits its mark it 's brilliant . "
127,0,35,35,35,0.8890756302521008,1.0,0.9794758808925916,False,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ","in the end , we are left with something like two ships passing in the night preferably than any insights into gay love , chinese society or the price one pay for being dishonest . "
20,0,32,32,32,0.782258064516129,0.9,0.9945403060015705,False,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and calamity begins . "
464,0,16,16,16,1.0,1.0,0.9999999999999998,False,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . 
164,1,11,11,11,1.0,1.0,1.0,False,a woman 's pic directed with resonance by ilya chaiken . ,a woman 's pic directed with resonance by ilya chaiken . 
565,1,17,17,17,1.0,1.0,1.0,False,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . 
745,0,14,14,14,1.0,1.0,1.0,False,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . 
351,1,25,25,25,1.0,1.0,1.0000000000000002,False,"( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage . ","( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage . "
410,1,27,27,27,1.0,1.0,1.0,False,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . 
496,0,14,14,14,1.0,1.0,0.9999999999999999,False,"it 's about following your dreams , no matter what your parents think . ","it 's about following your dreams , no matter what your parents think . "
154,1,9,9,9,0.8888888888888888,1.0,0.9869256115246755,False,a solid examination of the male midlife crisis . ,a solid scrutiny of the male midlife crisis . 
191,1,31,31,31,0.7849462365591398,0.8,0.9031234682561182,False,the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ,the movie is beautiful to behold and rent one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 'second headlong productions . 
681,0,9,9,9,1.0,1.0,1.0,False,( a ) shapeless blob of desperate entertainment . ,( a ) shapeless blob of desperate entertainment . 
38,1,23,23,23,0.849802371541502,0.9,0.9909301638617843,False,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as surreal as a dream and as detailed as a pic , as visually dexterous as it is at times imaginatively overwhelming . "
481,1,5,5,5,1.0,1.0,0.9999999999999998,False,funny but perilously slight . ,funny but perilously slight . 
240,1,16,16,16,0.7833333333333333,0.9,0.9801678273554238,False,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ","despite the 2-d animation , the unwarranted thornberrys movie makes for a surprisingly cinematic experience . "
