id,pred_label,orig_len,aug_len,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,flip,text,aug_text
168,1,12,12,12,1.0,1.0,1.0000000000000002,False,manages to be sweet and wickedly satisfying at the same time . ,manages to be sweet and wickedly satisfying at the same time . 
428,1,7,7,7,1.0,1.0,1.0,False,"beautifully observed , miraculously unsentimental comedy-drama . ","beautifully observed , miraculously unsentimental comedy-drama . "
706,0,6,6,6,1.0,1.0,1.0,False,how do you spell cliché ? ,how do you spell cliché ? 
870,0,11,11,11,1.0,1.0,1.0,False,... is an arthritic attempt at directing by callie khouri . ,... is an arthritic attempt at directing by callie khouri . 
650,0,10,10,10,1.0,1.0,1.0,False,"too slow , too long and too little happens . ","too slow , too long and too little happens . "
288,1,32,32,32,0.7137096774193549,0.8,0.9692415815765063,False,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,the caliber of the art combined with the humor and intelligence of the script allow the filmmaker to present the biblical message of forgiveness without it ever becoming preachy or cloying . 
490,0,7,7,7,1.0,1.0,1.0,False,detox is ultimately a pointless endeavor . ,detox is ultimately a pointless endeavor . 
863,0,34,34,34,0.46524064171123,0.6,0.7078253431249529,False,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ","while it 's genuinely cool to hear characters talk about former belt records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can disaffect even the savviest audiences . "
221,0,8,8,8,1.0,1.0,1.0,False,my reaction in a word : disappointment . ,my reaction in a word : disappointment . 
811,0,31,31,31,0.9225806451612903,1.0,0.9990280486814025,False,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production outcome . 
486,0,23,23,23,1.0,1.0,0.9999999999999999,False,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . 
827,0,26,26,26,0.6184615384615385,0.9,0.8953946996831945,False,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ","the movie , directed by mick jackson , provide no cliche unturned , from the predictable diagram to the characters straight out of central casting . "
524,1,31,31,30,0.5586206896551724,0.9,0.9418033927019989,False,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,the fly-on-the-wall method used to document rural Gallic school life is a freshen departure from the now more prevalent technique of the docu-makers being a visible part of their work . 
187,1,19,19,19,0.6842105263157895,1.0,0.9703373265392297,False,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,` de niro ... is a unquestionable source of sincere passion that this hollywood contrivance orbits around . ' 
517,1,21,21,20,0.08421052631578947,0.6,0.6214045569695713,False,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ","not Interahamwe below the surface , this reconfigured tale asks disturbing questions nigh those things we expect from military epics . "
540,1,9,9,9,1.0,1.0,0.9999999999999998,False,binoche makes it interesting trying to find out . ,binoche makes it interesting trying to find out . 
241,0,14,14,14,0.8681318681318682,1.0,0.9945100804606071,False,it appears that something has been lost in the translation to the screen . ,it appears that something has been lost in the rendering to the screen . 
807,1,10,10,10,1.0,1.0,1.0,False,"just as moving , uplifting and funny as ever . ","just as moving , uplifting and funny as ever . "
3,1,20,20,20,0.5684210526315789,0.8,0.8124542232148904,False,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all astonishing given the production 's spartan locales . "
14,0,25,25,25,1.0,1.0,0.9999999999999999,False,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . 
379,0,17,17,17,1.0,1.0,1.0,False,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,tries to add some spice to its quirky sentiments but the taste is all too familiar . 
599,0,6,6,6,1.0,1.0,1.0,False,big fat waste of time . ,big fat waste of time . 
438,1,44,44,44,0.7272727272727273,0.8,0.9765503146640726,False,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ","the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the inventive ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . "
70,0,27,27,27,0.6410256410256411,0.8,0.8570058402341596,False,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for completely its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really build up a head of emotional steam . "
148,0,16,16,16,1.0,1.0,0.9999999999999998,False,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . 
812,1,12,12,12,1.0,1.0,1.0,False,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
769,1,15,15,15,0.7142857142857143,0.8,0.9655082198068843,False,an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,an infectious cultural fable with a tasty balance of family drama and frenzied comedy . 
237,0,13,13,13,0.8205128205128205,0.9,0.9835040388902211,False,a by-the-numbers effort that wo n't do much to enhance the franchise . ,a by-the-numbers exploit that wo n't do much to enhance the franchise . 
238,0,11,11,10,0.7777777777777778,1.0,0.9932839941283881,False,"an occasionally funny , but overall limp , fish-out-of-water story . ","an occasionally funny , but overall limp , fish-out-of-irrigate story . "
710,0,15,15,15,0.6571428571428571,0.9,0.7932455810978268,False,"less dizzying than just dizzy , the jaunt is practically over before it begins . ","less dizzying than just dizzy , the outing is practically over before it begins . "
43,1,11,11,11,0.8909090909090909,1.0,0.935706619865001,False,holm ... embodies the character with an effortlessly regal charisma . ,holm ... embodies the character with an effortlessly purple charisma . 
