id,pred_label,num_words,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,text
168,1,12,12,-0.09090909090909091,0.8,0.5190599914310788,manages to be sweet and wickedly satisfying at the same time . 
428,1,7,7,-0.047619047619047616,1.0,0.704922101708534,"beautifully observed , miraculously unsentimental comedy-drama . "
706,0,6,6,0.2,1.0,0.7745148388687797,how do you spell cliché ? 
870,0,11,11,-0.09090909090909091,0.9,0.7279496992944083,... is an arthritic attempt at directing by callie khouri . 
650,0,10,10,-0.5111111111111111,1.0,0.571068279056153,"too slow , too long and too little happens . "
288,1,32,32,0.10887096774193548,0.4,0.5828378787750279,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . 
490,0,7,7,0.14285714285714285,1.0,0.8556558920435048,detox is ultimately a pointless endeavor . 
863,0,34,34,0.31194295900178254,0.5,0.7688860493292673,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . "
221,0,8,8,-0.07142857142857142,1.0,0.8045849281463655,my reaction in a word : disappointment . 
811,0,31,31,0.33763440860215055,0.8,0.49528764380038226,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . 
486,0,23,23,0.1067193675889328,0.5,0.8253299113911697,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . 
827,0,26,26,0.19384615384615383,0.3,0.23637083677593196,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . "
524,1,31,31,0.11397849462365592,0.3,0.6236334677185892,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . 
187,1,19,19,0.4152046783625731,0.7,0.40775610735793405,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' 
517,1,21,21,0.11428571428571428,0.5,0.5287904855226101,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . "
540,1,9,9,0.2777777777777778,1.0,0.5407586167243428,binoche makes it interesting trying to find out . 
241,0,14,14,0.2967032967032967,0.8,0.8709397258132886,it appears that something has been lost in the translation to the screen . 
807,1,10,10,-0.15555555555555556,1.0,0.7662067215436158,"just as moving , uplifting and funny as ever . "
3,1,20,20,0.25263157894736843,0.7,0.6868293907869767,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . "
14,0,25,25,0.4,0.5,0.7119896603372082,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . 
379,0,17,17,0.11764705882352941,0.6,0.5541234941728466,tries to add some spice to its quirky sentiments but the taste is all too familiar . 
599,0,6,6,0.6,1.0,0.9835916781431092,big fat waste of time . 
438,1,44,44,0.3128964059196617,0.7,0.7558038346182435,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . "
70,0,27,27,-0.08831908831908832,0.3,0.5815507880691958,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . "
148,0,16,16,0.55,0.9,0.8422987313006692,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . 
812,1,12,12,0.15151515151515152,0.9,-0.12124885203096004,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
769,1,15,15,-0.047619047619047616,0.6,0.6251053489688095,an infectious cultural fable with a tasty balance of family drama and frenetic comedy . 
237,0,13,13,0.05128205128205128,0.8,0.7005642386206968,a by-the-numbers effort that wo n't do much to enhance the franchise . 
238,0,11,11,0.23636363636363636,1.0,0.695633897738304,"an occasionally funny , but overall limp , fish-out-of-water story . "
710,0,15,15,0.37142857142857144,0.8,0.4812538429548293,"less dizzying than just dizzy , the jaunt is practically over before it begins . "
43,1,11,11,0.2727272727272727,0.9,0.7215733713104556,holm ... embodies the character with an effortlessly regal charisma . 
447,1,23,23,0.25691699604743085,0.5,0.4843365689967797,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . "
756,0,6,6,0.06666666666666667,1.0,0.6942917985914032,something like scrubbing the toilet . 
789,0,40,40,0.11794871794871795,0.5,0.04833407867180846,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . "
416,1,5,5,0.6,1.0,0.8000188458391383,a giggle a minute . 
630,1,16,16,0.2,0.6,0.2608315921638106,a taut psychological thriller that does n't waste a moment of its two-hour running time . 
452,0,33,33,0.17045454545454544,0.2,0.7148626126082828,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . "
34,0,20,20,-0.042105263157894736,0.5,0.4761096113011885,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . "
336,1,29,29,0.37438423645320196,0.7,0.648174302533825,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . "
553,1,22,22,0.15151515151515152,0.4,0.6689497326035938,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' "
509,0,22,22,0.05627705627705628,0.4,-0.030281036181082546,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
842,0,15,15,0.12380952380952381,0.7,0.6384884977609669,"a better title , for all concerned , might be swept under the rug . "
118,1,20,20,-0.010526315789473684,0.5,0.37960494927260713,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
