id,pred_label,orig_len,aug_len,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,flip,text,aug_text
168,1,11,11,11,0.5272727272727272,0.9,0.8862825120009592,False,manages to be sweet and wickedly satisfying at the same time . ,manages to be sweet and wickedly satisfying at the same time . 
428,1,6,6,6,0.8666666666666667,1.0,0.9882060080510103,False,"beautifully observed , miraculously unsentimental comedy-drama . ","beautifully observed , miraculously unsentimental comedy-drama . "
706,0,5,5,5,1.0,1.0,0.9987329947975054,False,how do you spell cliché ? ,how do you spell cliché ? 
870,0,9,9,9,0.6666666666666666,1.0,0.9933718279283231,False,... is an arthritic attempt at directing by callie khouri . ,... is an arthritic attempt at directing by callie khouri . 
650,0,8,8,8,0.9285714285714286,1.0,0.9796621047788178,False,"too slow , too long and too little happens . ","too slow , too long and too little happens . "
288,1,31,31,31,-0.0064516129032258064,0.4,0.6683390466415169,False,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,the caliber of the art combined with the humor and intelligence of the script allow the filmmaker to present the biblical message of forgiveness without it ever becoming preachy or cloying . 
490,0,6,6,6,0.7333333333333333,1.0,0.9958222757041558,False,detox is ultimately a pointless endeavor . ,detox is ultimately a pointless endeavor . 
863,0,30,30,30,0.3701149425287356,0.6,0.9624104746893017,False,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ","while it 's genuinely cool to hear characters talk about former belt records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can disaffect even the savviest audiences . "
221,0,6,6,6,1.0,1.0,0.9996729404742597,False,my reaction in a word : disappointment . ,my reaction in a word : disappointment . 
811,0,32,32,32,0.40725806451612906,0.8,0.8522524299716915,False,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production outcome . 
486,0,20,20,20,0.21052631578947367,0.6,0.913355870599007,False,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . 
827,0,22,22,22,0.5411255411255411,0.7,0.7521579857817938,False,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ","the movie , directed by mick jackson , provide no cliche unturned , from the predictable diagram to the characters straight out of central casting . "
524,1,34,34,33,0.2840909090909091,0.4,0.7864292629676242,False,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,the fly-on-the-wall method used to document rural Gallic school life is a freshen departure from the now more prevalent technique of the docu-makers being a visible part of their work . 
187,1,15,15,15,0.6571428571428571,0.8,0.9541927675370205,False,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,` de niro ... is a unquestionable source of sincere passion that this hollywood contrivance orbits around . ' 
517,1,19,19,18,0.45098039215686275,0.7,0.7650231780212076,False,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ","not Interahamwe below the surface , this reconfigured tale asks disturbing questions nigh those things we expect from military epics . "
540,1,8,8,8,0.6428571428571429,1.0,0.9951428855540403,False,binoche makes it interesting trying to find out . ,binoche makes it interesting trying to find out . 
241,0,13,13,13,0.358974358974359,0.7,0.9297847941531924,False,it appears that something has been lost in the translation to the screen . ,it appears that something has been lost in the rendering to the screen . 
807,1,8,8,8,0.5714285714285714,1.0,0.942548806333775,False,"just as moving , uplifting and funny as ever . ","just as moving , uplifting and funny as ever . "
3,1,16,16,16,0.11666666666666667,0.7,0.8466075389767652,False,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all astonishing given the production 's spartan locales . "
14,0,23,23,23,0.39920948616600793,0.5,0.9826688160131791,False,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . 
379,0,16,16,16,0.4666666666666667,0.8,0.9830284747675294,False,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,tries to add some spice to its quirky sentiments but the taste is all too familiar . 
599,0,5,5,5,1.0,1.0,0.9959523434593668,False,big fat waste of time . ,big fat waste of time . 
438,1,42,42,42,0.27526132404181186,0.6,0.7931106915999233,False,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ","the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the inventive ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . "
70,0,26,26,26,0.3353846153846154,0.8,0.9854390756465676,False,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for completely its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really build up a head of emotional steam . "
148,0,15,15,15,0.3904761904761905,0.7,0.9863814923569798,False,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . 
812,1,12,12,12,0.8181818181818182,0.8,0.9914770404897347,False,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
769,1,14,14,14,0.6043956043956044,0.8,0.9025325564118077,False,an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,an infectious cultural fable with a tasty balance of family drama and frenzied comedy . 
237,0,15,15,15,0.2,0.7,0.7587688780819423,False,a by-the-numbers effort that wo n't do much to enhance the franchise . ,a by-the-numbers exploit that wo n't do much to enhance the franchise . 
238,0,11,11,11,0.4909090909090909,0.9,0.9761740418903669,False,"an occasionally funny , but overall limp , fish-out-of-water story . ","an occasionally funny , but overall limp , fish-out-of-irrigate story . "
710,0,13,13,13,0.5384615384615384,0.8,0.9254091433138724,False,"less dizzying than just dizzy , the jaunt is practically over before it begins . ","less dizzying than just dizzy , the outing is practically over before it begins . "
43,1,9,9,9,0.3888888888888889,1.0,0.6750658542078742,False,holm ... embodies the character with an effortlessly regal charisma . ,holm ... embodies the character with an effortlessly purple charisma . 
447,1,20,20,20,0.6,0.9,0.9696314465144389,False,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ","generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveller , while happily killing 94 minutes . "
756,0,5,5,5,0.4,1.0,0.9743092237176683,False,something like scrubbing the toilet . ,something like scrubbing the toilet . 
789,0,37,37,37,0.24024024024024024,0.5,0.8521821993622883,False,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ","it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it experience become even weaker . "
416,1,4,4,4,1.0,1.0,0.9987199629640329,False,a giggle a minute . ,a giggle a arcminute . 
630,1,17,17,16,0.7,0.9,0.8498368105410125,False,a taut psychological thriller that does n't waste a moment of its two-hour running time . ,a tight psychological thriller that coif n't waste a moment of IT two-hour running time . 
452,0,32,32,32,0.1774193548387097,0.5,0.7967875131506484,False,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ","it 'siemens clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . "
34,0,18,18,18,0.5686274509803921,0.7,0.8585665523761333,False,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does n't believe in itself , it has no sense of humor ... it 's just plain bored . "
336,1,26,26,26,0.35384615384615387,0.6,0.7558554983422279,False,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ","having had the proficient sense to cast actors who are , generally speaking , idolized by the film-going public , khouri then gets terrific performances from them whole . "
553,1,19,19,19,0.52046783625731,0.9,0.9368809651589988,False,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ","so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' "
509,0,21,21,21,0.8,0.9,0.9876794675144378,False,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
842,0,12,12,12,0.7878787878787878,1.0,0.9669278391848508,False,"a better title , for all concerned , might be swept under the rug . ","a better title , for all concerned , might be swept under the rug . "
118,1,19,19,19,0.5906432748538012,0.8,0.96774327593141,False,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
664,1,30,30,30,0.07126436781609195,0.5,0.8488022758135807,False,"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness . ","the film is beautifully mounted , but , more to the dot , the issues are subtly presented , do to walk a fine line with regard to the question of joan 's madness . "
377,0,7,7,7,0.9047619047619048,1.0,0.9994729715161527,False,nothing is sacred in this gut-buster . ,nothing is sacred in this gut-buster . 
23,1,14,14,14,0.3626373626373626,0.7,0.7164968946668255,False,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a delectable and intriguing thriller filled with surprises , learn my lips is an original . "
158,1,31,31,31,0.41935483870967744,0.8,0.9527203320245535,False,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ","by getting myself wrapped upwards in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . "
758,1,39,39,39,0.18758434547908232,0.3,0.41373093834923164,False,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . "
90,1,14,14,14,0.6483516483516484,0.9,0.968812295418833,False,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , but when it hits its mark it 's brilliant . "
127,0,32,32,32,0.24596774193548387,0.6,0.7607024874573729,False,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ","in the end , we are left with something like two ships passing in the night preferably than any insights into gay love , chinese society or the price one pay for being dishonest . "
